model,question_id,exact_match,partial_match,bleu,rouge1,rouge2,rougeL,semantic_similarity,latency
RAG,20,False,0.0,0.0,0.0,0.0,0.0,0.08435223251581192,0.012085914611816406
RAG,21,False,0.3243243243243243,0.05302459604351236,0.5957446808510639,0.35555555555555557,0.5106382978723404,0.6981453895568848,0.0005269050598144531
RAG,22,False,0.7058823529411764,0.4213952948452608,0.6666666666666665,0.5,0.6666666666666665,0.7201278209686279,0.013814687728881836
RAG,23,False,0.5,0.1495348781221221,0.5,0.0,0.5,0.4767591655254364,0.0125274658203125
RAG,24,False,0.0,0.0,0.0,0.0,0.0,0.25364038348197937,0.0
RAG,25,False,0.18750000000000003,0.023956565612760213,0.4888888888888889,0.2790697674418604,0.4444444444444445,0.5888110995292664,0.0
RAG,26,False,0.20689655172413793,0.020144990145560468,0.3902439024390244,0.15384615384615383,0.2926829268292683,0.619220495223999,0.0
RAG,27,True,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.01256561279296875
RAG,28,True,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.01523733139038086
RAG,29,False,0.0,0.0,0.0,0.0,0.0,0.2447405755519867,0.0
RAG,30,False,0.20000000000000004,0.009970222994544455,0.2285714285714286,0.0,0.2285714285714286,0.4464002847671509,0.0
RAG,31,False,0.3225806451612903,0.051283703648473455,0.5853658536585366,0.30769230769230765,0.4878048780487805,0.5730211138725281,0.0
RAG,32,False,0.9,0.6580370064762462,0.9,0.7777777777777778,0.9,0.725475549697876,0.012107372283935547
RAG,33,True,1.0,0.5623413251903491,1.0,1.0,1.0,1.0,0.016184568405151367
RAG,34,False,0.0,0.0,0.0,0.0,0.0,0.2447405755519867,0.0
RAG,35,False,0.21052631578947367,0.021084454569051277,0.4583333333333333,0.17391304347826086,0.2916666666666667,0.4645739793777466,0.0
RAG,36,False,0.14814814814814817,0.009009113474307318,0.29411764705882354,0.0625,0.23529411764705885,0.5998563766479492,0.0
RAG,37,False,0.7058823529411765,0.4671379777282001,0.6666666666666666,0.5,0.6666666666666666,0.7045083045959473,0.014837503433227539
RAG,38,False,0.0,0.0,0.0,0.0,0.0,0.26765206456184387,0.013090133666992188
RAG,39,False,0.0,0.0,0.0,0.0,0.0,0.25364038348197937,0.0
RAG,40,False,0.26666666666666666,0.02883894587035171,0.5853658536585366,0.41025641025641024,0.5365853658536586,0.5482322573661804,0.0
RAG,41,False,0.30303030303030304,0.02191286020886785,0.5238095238095238,0.25,0.380952380952381,0.5751200914382935,0.0
RAG,42,False,0.7,0.47987820666906633,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.5659154057502747,0.01627373695373535
RAG,43,True,1.0,0.5623413251903491,1.0,1.0,1.0,1.0000001192092896,0.01567220687866211
RAG,44,False,0.0,0.0,0.0,0.0,0.0,0.2840091586112976,0.0
RAG,45,False,0.1818181818181818,0.01772984226469502,0.2666666666666666,0.1395348837209302,0.22222222222222224,0.5112509727478027,0.0
RAG,46,False,0.09090909090909091,0.01428363257865929,0.09090909090909091,0.0,0.09090909090909091,0.4300704300403595,0.0
RAG,47,False,0.0,0.0,0.0,0.0,0.0,0.15146394073963165,0.0
RAG,48,False,0.6,0.38091370416670794,0.6206896551724138,0.5925925925925926,0.6206896551724138,0.8041898012161255,0.0
RAG,49,False,0.5185185185185185,0.2749977595322415,0.6923076923076924,0.5,0.6923076923076924,0.8611130118370056,0.0
RAG,50,False,0.0,0.0,0.28571428571428575,0.0,0.28571428571428575,0.6162970662117004,0.0
RAG,51,False,0.6060606060606061,0.391080327529236,0.7499999999999999,0.6,0.7499999999999999,0.9000788927078247,0.0
RAG,52,False,0.5,0.26460159523593296,0.5217391304347826,0.47619047619047616,0.5217391304347826,0.7510766983032227,0.0
RAG,53,False,0.09999999999999999,0.010802314890908065,0.21052631578947367,0.11764705882352941,0.21052631578947367,0.35775864124298096,0.0
RAG,54,False,0.5,0.26460159523593296,0.5217391304347826,0.47619047619047616,0.5217391304347826,0.7510766983032227,0.0
RAG,55,False,0.0,0.0,0.0,0.0,0.0,0.17900370061397552,0.0
RAG,56,False,0.0,0.0,0.28571428571428575,0.0,0.28571428571428575,0.6237508654594421,0.0
RAG,57,False,0.4736842105263157,0.30300203366197276,0.6341463414634146,0.5128205128205128,0.6341463414634146,0.9271940588951111,0.0
RAG,58,False,0.45714285714285713,0.29586757494947247,0.5263157894736842,0.5,0.5263157894736842,0.8257616758346558,0.0
RAG,59,False,0.09999999999999999,0.010802314890908065,0.21052631578947367,0.11764705882352941,0.21052631578947367,0.35775864124298096,0.0
RAG,60,False,0.45714285714285713,0.29586757494947247,0.5263157894736842,0.5,0.5263157894736842,0.8257616758346558,0.0
RAG,61,False,0.0,0.0,0.0,0.0,0.0,-0.004099023528397083,0.0
RAG,62,False,0.0,0.0,0.28571428571428575,0.0,0.28571428571428575,0.5878704190254211,0.0
RAG,63,False,0.5185185185185185,0.2749977595322415,0.6923076923076924,0.5,0.6923076923076924,0.8611130118370056,0.0
RAG,64,False,0.6,0.38091370416670794,0.6206896551724138,0.5925925925925926,0.6206896551724138,0.8041898012161255,0.0
RAG,65,False,0.06896551724137931,0.006244385951234721,0.13333333333333333,0.07142857142857142,0.13333333333333333,0.3028915226459503,0.0
RAG,66,False,0.6,0.38091370416670794,0.6206896551724138,0.5925925925925926,0.6206896551724138,0.8041898012161255,0.0
RAG,67,False,0.11764705882352941,0.007425868202031369,0.1142857142857143,0.0,0.1142857142857143,0.3774588704109192,0.0
RAG,68,False,0.0,0.0,0.28571428571428575,0.0,0.28571428571428575,0.6162970662117004,0.0
RAG,69,False,0.5384615384615384,0.3187271473320672,0.7499999999999999,0.6,0.7499999999999999,0.7879985570907593,0.0
RAG,70,False,0.6,0.38091370416670794,0.6206896551724138,0.5925925925925926,0.6206896551724138,0.8041898012161255,0.0
RAG,71,False,0.06896551724137931,0.006244385951234721,0.13333333333333333,0.07142857142857142,0.13333333333333333,0.3028915226459503,0.0
RAG,72,False,0.6,0.38091370416670794,0.6206896551724138,0.5925925925925926,0.6206896551724138,0.8041898012161255,0.0
RAG,73,False,0.0625,0.006244385951234721,0.06060606060606061,0.0,0.06060606060606061,0.20635487139225006,0.0
RAG,74,False,0.0,0.0,0.28571428571428575,0.0,0.28571428571428575,0.6237508654594421,0.0
RAG,75,False,0.5384615384615384,0.3187271473320672,0.7499999999999999,0.6,0.7499999999999999,0.7879985570907593,0.0
RAG,76,True,1.0,1.0,1.0,1.0,1.0,1.0,0.020853519439697266
RAG,77,False,0.19999999999999998,2.9700290627924664e-06,0.15384615384615385,0.0,0.15384615384615385,0.24428175389766693,0.01757192611694336
RAG,78,False,0.126984126984127,0.01401290931050905,0.16216216216216217,0.08333333333333333,0.10810810810810811,0.5813080072402954,0.0
RAG,79,False,1.0,0.8147064000626635,1.0,0.9230769230769231,0.5,0.9851002097129822,0.01239013671875
RAG,80,False,0.18181818181818182,2.9700290627924664e-06,0.15384615384615385,0.0,0.15384615384615385,0.31271132826805115,0.016031503677368164
RAG,81,False,0.07547169811320754,0.00730386353889659,0.14545454545454545,0.03773584905660377,0.07272727272727272,0.5529885292053223,0.0
RAG,82,False,1.0,0.7400828044922853,1.0,0.9,0.45454545454545453,0.9873283505439758,0.013036966323852539
RAG,83,False,0.11428571428571427,0.016020720994064933,0.15,0.05263157894736842,0.15,0.6056604981422424,0.013411998748779297
RAG,84,False,0.14545454545454545,0.01053386130113345,0.19672131147540983,0.06779661016949153,0.09836065573770492,0.510965883731842,0.0
RAG,85,True,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.012132644653320312
RAG,86,True,1.0,1.0,1.0,1.0,1.0,1.0,0.04503226280212402
RAG,87,True,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.012167930603027344
RAG,88,True,1.0,1.0,1.0,1.0,1.0,1.0,0.013220071792602539
RAG,89,True,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.013210296630859375
RAG,90,True,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.011730194091796875
RAG,91,True,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.012061834335327148
RAG,92,True,1.0,1.0,1.0,1.0,1.0,1.0,0.012837409973144531
RAG,93,True,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.013982772827148438
RAG,94,True,1.0,1.0,1.0,1.0,1.0,1.0,0.015735864639282227
RAG,95,True,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.014098882675170898
RAG,96,False,0.3,0.16370654322778516,0.39999999999999997,0.3333333333333333,0.39999999999999997,0.502434253692627,0.016537189483642578
RAG,97,False,0.23255813953488372,0.2095367179573903,0.3137254901960784,0.24489795918367344,0.3137254901960784,0.4729223847389221,0.012193441390991211
RAG,98,False,0.06666666666666667,0.007575731225158965,0.17647058823529413,0.0,0.17647058823529413,0.40047335624694824,0.011127710342407227
RAG,99,False,0.20408163265306123,0.1959280139287724,0.27586206896551724,0.21428571428571427,0.27586206896551724,0.577731728553772,0.014558792114257812
RAG,100,False,0.0,0.0,0.125,0.0,0.125,0.1165069192647934,0.013024568557739258
Baseline,1,False,0.0,0.0,0.0,0.0,0.0,0.210959792137146,0.5092413425445557
Baseline,2,False,0.046511627906976744,0.004089349842971759,0.04081632653061224,0.0,0.04081632653061224,0.1964164674282074,2.0177223682403564
Baseline,3,False,0.0,0.0,0.0,0.0,0.0,0.2532367408275604,1.9988465309143066
Baseline,4,False,0.0,0.0,0.0,0.0,0.0,0.025825468823313713,1.9648442268371582
Baseline,5,False,0.0,0.0,0.0,0.0,0.0,0.3500831723213196,1.948390245437622
Baseline,6,False,0.04545454545454545,0.003593400513595791,0.03508771929824561,0.0,0.03508771929824561,0.2425963580608368,2.0169501304626465
Baseline,7,False,0.0,0.0,0.05405405405405405,0.0,0.05405405405405405,0.2472107708454132,1.9958162307739258
Baseline,8,False,0.0,0.0,0.0,0.0,0.0,0.03691285848617554,2.0682458877563477
Baseline,9,False,0.0,0.0,0.0,0.0,0.0,0.13672077655792236,1.919874906539917
Baseline,10,False,0.0,0.0,0.07843137254901959,0.0,0.07843137254901959,0.2998866140842438,2.0742239952087402
Baseline,11,False,0.0,0.0,0.17391304347826084,0.0,0.08695652173913042,0.37350934743881226,1.9180610179901123
Baseline,12,False,0.0,0.0,0.0,0.0,0.0,0.10704778879880905,2.0443952083587646
Baseline,13,False,0.0,0.0,0.0,0.0,0.0,0.30165180563926697,1.9624009132385254
Baseline,14,False,0.0,0.0,0.0,0.0,0.0,0.0807451456785202,1.986635446548462
Baseline,15,False,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.34070736169815063,2.086202383041382
Baseline,16,False,0.0,0.0,0.0,0.0,0.0,-0.015372452326118946,2.0470666885375977
Baseline,17,False,0.0,0.0,0.0,0.0,0.0,0.2896769046783447,1.898874044418335
Baseline,18,False,0.07692307692307693,0.006980361417366381,0.11764705882352941,0.0,0.11764705882352941,0.2789344787597656,2.010202169418335
Baseline,19,False,0.0,0.0,0.07999999999999999,0.0,0.07999999999999999,0.48134997487068176,2.5995302200317383
Baseline,20,False,0.06060606060606061,0.005648892151960285,0.05882352941176471,0.0,0.05882352941176471,0.18700909614562988,1.4341504573822021
Baseline,21,False,0.12307692307692307,0.007156562786973337,0.19753086419753085,0.025316455696202528,0.09876543209876543,0.5639697313308716,2.0964808464050293
Baseline,22,False,0.2608695652173913,0.015701014973532344,0.25,0.1111111111111111,0.21428571428571427,0.8707188963890076,1.9031915664672852
Baseline,23,False,0.1111111111111111,0.011502783619900045,0.09999999999999999,0.0,0.09999999999999999,0.5367352962493896,1.9663715362548828
Baseline,24,False,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.2873096764087677,2.0580427646636963
Baseline,25,False,0.1754385964912281,0.008376567729140041,0.3950617283950617,0.20253164556962025,0.24691358024691357,0.5616068243980408,2.0051159858703613
Baseline,26,False,0.10256410256410256,0.0057424508155652695,0.20869565217391303,0.05309734513274336,0.1391304347826087,0.5656681060791016,2.1431615352630615
Baseline,27,False,0.12244897959183675,0.018932608413777807,0.1694915254237288,0.07017543859649122,0.10169491525423728,0.7401492595672607,1.783717393875122
Baseline,28,False,0.24,0.020331710659744474,0.3076923076923077,0.08333333333333333,0.3076923076923077,0.5923071503639221,2.0366337299346924
Baseline,29,False,0.0,0.0,0.02666666666666666,0.0,0.02666666666666666,0.42006218433380127,2.0522282123565674
Baseline,30,False,0.15625000000000003,0.007549055897021559,0.15,0.05128205128205128,0.075,0.48861145973205566,1.9218626022338867
Baseline,31,False,0.07500000000000001,0.002022238833799269,0.183206106870229,0.015503875968992248,0.12213740458015268,0.5915141105651855,2.1172873973846436
Baseline,32,False,0.18749999999999997,0.04099093841051792,0.17142857142857143,0.12121212121212122,0.17142857142857143,0.5552918910980225,1.7627031803131104
Baseline,33,False,0.1212121212121212,0.006132910803680854,0.14285714285714288,0.05,0.09523809523809523,0.6240190863609314,2.0740931034088135
Baseline,34,False,0.028571428571428574,0.0021821432764033825,0.04395604395604395,0.0,0.04395604395604395,0.2430925965309143,2.065938711166382
Baseline,35,False,0.1414141414141414,0.0046859506151068556,0.24615384615384617,0.06249999999999999,0.15384615384615385,0.6167783141136169,2.169520139694214
Baseline,36,False,0.09999999999999999,0.00327361330660438,0.15789473684210525,0.0,0.07894736842105263,0.405863881111145,1.7473058700561523
Baseline,37,False,0.13793103448275865,0.01837177448896075,0.12121212121212122,0.06451612903225806,0.12121212121212122,0.6259155869483948,1.906933307647705
Baseline,38,False,0.17142857142857143,0.012069505116436093,0.15,0.05263157894736842,0.15,0.6892536282539368,2.0381836891174316
Baseline,39,False,0.05405405405405405,0.005311256555131655,0.10526315789473684,0.0,0.10526315789473684,0.46822717785835266,1.9759607315063477
Baseline,40,False,0.15873015873015872,0.007618845159934349,0.32653061224489793,0.0625,0.24489795918367346,0.4426648020744324,2.112169027328491
Baseline,41,False,0.1818181818181818,0.007557180501745785,0.3116883116883116,0.10666666666666667,0.2857142857142857,0.48038923740386963,1.903104543685913
Baseline,42,False,0.18181818181818182,0.03916449665002249,0.16666666666666669,0.11764705882352941,0.16666666666666669,0.47311073541641235,1.9355287551879883
Baseline,43,False,0.0,0.0,0.0,0.0,0.0,0.09268207103013992,2.037466526031494
Baseline,44,False,0.0,0.0,0.06060606060606061,0.0,0.06060606060606061,0.3371163606643677,2.0642411708831787
Baseline,45,False,0.13559322033898305,0.008084738425677602,0.21333333333333332,0.05479452054794521,0.10666666666666666,0.44460973143577576,2.070735216140747
Baseline,46,False,0.06060606060606061,0.0072658577559704465,0.05555555555555556,0.0,0.05555555555555556,0.28827276825904846,2.514930009841919
Baseline,47,False,0.0,0.0,0.0,0.0,0.0,0.05709630250930786,1.6531083583831787
Baseline,48,False,0.05555555555555555,0.005834347180338519,0.04545454545454545,0.0,0.04545454545454545,0.2135680466890335,1.6379904747009277
Baseline,49,False,0.09999999999999999,0.005223577740745087,0.14814814814814814,0.0,0.07407407407407407,0.3804619312286377,1.9843783378601074
Baseline,50,False,0.0,0.0,0.048780487804878044,0.0,0.048780487804878044,0.1421935260295868,2.049999713897705
Baseline,51,False,0.037037037037037035,0.0033879673215127786,0.029411764705882353,0.0,0.029411764705882353,0.09623591601848602,2.026369094848633
Baseline,52,False,0.07547169811320754,0.006683894929737966,0.051948051948051945,0.02631578947368421,0.051948051948051945,0.2434757798910141,2.1131269931793213
Baseline,53,False,0.0,0.0,0.0,0.0,0.0,0.0712951198220253,1.7371649742126465
Baseline,54,False,0.0,0.0,0.046511627906976744,0.0,0.046511627906976744,0.14849776029586792,2.040060043334961
Baseline,55,False,0.05263157894736842,0.004392487796991638,0.04,0.0,0.04,0.141374409198761,2.063088893890381
Baseline,56,False,0.22222222222222224,0.033031643180138064,0.4444444444444445,0.2857142857142857,0.4444444444444445,0.5991377830505371,1.909557580947876
Baseline,57,False,0.1,0.007173775053353474,0.08695652173913043,0.0,0.08695652173913043,0.4162452220916748,2.0329678058624268
Baseline,58,False,0.0,0.0,0.0,0.0,0.0,0.3223990797996521,2.0159413814544678
Baseline,59,False,0.0,0.0,0.0,0.0,0.0,0.05931589752435684,1.9777352809906006
Baseline,60,False,0.0625,0.007913247271422612,0.05555555555555555,0.0,0.05555555555555555,0.5105396509170532,2.0172760486602783
Baseline,61,False,0.0,0.0,0.0,0.0,0.0,-0.07015106081962585,1.9860756397247314
Baseline,62,False,0.1904761904761905,0.02153320854081468,0.1904761904761905,0.10526315789473684,0.1904761904761905,0.4494752883911133,2.000789165496826
Baseline,63,False,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.25323498249053955,2.0257904529571533
Baseline,64,False,0.10256410256410256,0.005959978627465526,0.08333333333333333,0.0,0.041666666666666664,0.31756138801574707,1.9799258708953857
Baseline,65,False,0.0,0.0,0.0,0.0,0.0,-0.060381922870874405,2.019026279449463
Baseline,66,False,0.058823529411764705,0.006980361417366381,0.05405405405405406,0.0,0.05405405405405406,0.2303430587053299,1.9298970699310303
Baseline,67,False,0.058823529411764705,0.005648892151960285,0.09523809523809522,0.0,0.09523809523809522,0.21269170939922333,2.0209574699401855
Baseline,68,False,0.0,0.0,0.07407407407407407,0.0,0.07407407407407407,0.18463312089443207,2.096249580383301
Baseline,69,False,0.08695652173913045,0.0049846282507060285,0.0808080808080808,0.02061855670103093,0.0606060606060606,0.17602239549160004,2.0038983821868896
Baseline,70,False,0.058823529411764705,0.005834347180338519,0.09523809523809523,0.0,0.09523809523809523,0.2597769796848297,1.8946459293365479
Baseline,71,False,0.0,0.0,0.0,0.0,0.0,0.027622710913419724,1.9697680473327637
Baseline,72,False,0.05714285714285715,0.005648892151960285,0.04545454545454545,0.0,0.04545454545454545,0.2128649204969406,2.0142741203308105
Baseline,73,False,0.07142857142857142,0.0072658577559704465,0.0625,0.0,0.0625,0.039666928350925446,2.0149478912353516
Baseline,74,False,0.06666666666666667,0.005011724662824517,0.05128205128205129,0.0,0.05128205128205129,0.3215300738811493,2.0513737201690674
Baseline,75,False,0.06153846153846154,0.0029580435428915677,0.045454545454545456,0.0,0.045454545454545456,0.2276209592819214,2.0463104248046875
Baseline,76,False,0.2285714285714286,0.015576203941537501,0.19417475728155342,0.05940594059405941,0.19417475728155342,0.80899977684021,2.010754108428955
Baseline,77,False,0.16216216216216217,0.031627668729686184,0.13861386138613863,0.0808080808080808,0.11881188118811882,0.7874040603637695,2.014420747756958
Baseline,78,False,0.3,0.0502111958576134,0.34782608695652173,0.22727272727272727,0.30434782608695654,0.7711857557296753,1.8830289840698242
Baseline,79,False,0.339622641509434,0.07178111339308632,0.30303030303030304,0.15625000000000003,0.30303030303030304,0.853130042552948,2.0057055950164795
Baseline,80,False,0.2641509433962264,0.06074215910478498,0.3013698630136986,0.16901408450704225,0.3013698630136986,0.912230372428894,2.034726858139038
Baseline,81,False,0.26666666666666666,0.05415315253510895,0.3125,0.19999999999999998,0.3125,0.7585935592651367,1.9140994548797607
Baseline,82,False,0.16216216216216217,0.005812779211475928,0.16822429906542055,0.03809523809523809,0.16822429906542055,0.8355679512023926,2.171262741088867
Baseline,83,False,0.24999999999999997,0.043426801199682244,0.21505376344086022,0.1098901098901099,0.21505376344086022,0.8765116333961487,2.6117806434631348
Baseline,84,False,0.2545454545454545,0.05583651656864801,0.24444444444444444,0.13636363636363638,0.2222222222222222,0.7220737338066101,1.279181718826294
Baseline,85,False,0.32142857142857145,0.031039579921343437,0.3013698630136986,0.11267605633802817,0.273972602739726,0.8497520685195923,1.9132347106933594
Baseline,86,False,0.13636363636363638,0.0052608684749981885,0.20689655172413793,0.07142857142857142,0.20689655172413793,0.41405901312828064,1.9960169792175293
Baseline,87,False,0.021739130434782608,0.001500724528432942,0.1678321678321678,0.014184397163120567,0.13986013986013984,0.2599738538265228,2.1219875812530518
Baseline,88,False,0.11764705882352941,0.011945952463515465,0.1818181818181818,0.04761904761904761,0.13636363636363638,0.24847817420959473,1.8335590362548828
Baseline,89,False,0.07142857142857142,0.005440831394493374,0.17777777777777776,0.11363636363636363,0.15555555555555559,0.36138904094696045,2.0950701236724854
Baseline,90,False,0.08695652173913043,0.006777236886581492,0.14925373134328357,0.03076923076923077,0.08955223880597016,0.21891921758651733,1.9147226810455322
Baseline,91,False,0.03076923076923077,0.0019226046773833667,0.16216216216216217,0.055045871559633024,0.14414414414414414,0.20063097774982452,2.0753960609436035
Baseline,92,False,0.0,0.0,0.06896551724137932,0.0,0.06896551724137932,0.2887742519378662,1.8622746467590332
Baseline,93,False,0.16,0.004841189588554772,0.37837837837837834,0.2222222222222222,0.29729729729729726,0.3486157953739166,2.0522217750549316
Baseline,94,False,0.20689655172413793,0.009970222994544455,0.3333333333333333,0.11764705882352941,0.2777777777777778,0.535624623298645,1.910079002380371
Baseline,95,False,0.16666666666666669,0.0038824850271715044,0.3146067415730337,0.1839080459770115,0.24719101123595508,0.3500751554965973,2.1542582511901855
Baseline,96,False,0.2028985507246377,0.012174947256163495,0.27956989247311825,0.10989010989010989,0.2580645161290323,0.37536320090293884,1.9055604934692383
Baseline,97,False,0.1951219512195122,0.007164310477395149,0.27027027027027023,0.03669724770642202,0.16216216216216217,0.30426937341690063,2.0845987796783447
Baseline,98,False,0.0851063829787234,0.004361453072458876,0.1,0.0,0.1,0.2496827393770218,1.8915586471557617
Baseline,99,False,0.21428571428571427,0.008629805270166041,0.2782608695652174,0.08849557522123895,0.20869565217391306,0.47897869348526,2.093132972717285
Baseline,100,False,0.12244897959183672,0.0047291810340735615,0.1,0.0,0.1,0.3454609215259552,1.9388322830200195
